"provider","caseId","caseSummary","mapId","requestedModel","actualModel","modelFallback","reasoningEffort","providerWarnings","generationLatencyMs","totalLatencyMs","inputTokens","outputTokens","totalTokens","apiCalls","repairCount","scenicCompileMs","scenicCompilePass","scenicSampleMs","scenicSamplePass","scenicCompileSampleMs","mapBindingPass","nativeValidationPass","simulationPass","simulationDurationS","simulationWallMs","simulationHash","actorCount","actionCount","semanticPass","semanticAssertions","editablePass","convergenceIterations","relativeActionCount","relativeTriggerFireCount","relativeTimingPass","stopReason","imagesSent","totalImageBytes","imageCostUsd","outcome","failureCategory","safeError","artifactId","seed"
"verified-template-search","occluded-pedestrian","Occluded pedestrian emergence","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","2074","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","Verified template ec-child-bus could not bind and simulate within the 24-candidate search budget","template-search-luna/results.json","null"
"verified-template-search","multi-actor-intersection","Multi-actor intersection conflict","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","3893","3942","425","198","623","1","0","null","null","null","null","null","true","true","true","20","49","fc672c392808c25603a42491bebb31d09cf3c9f5ac3fc2250f91f300ab647818","2","1","false","[{""id"":""three-vehicles"",""pass"":false,""evidence"":""2 vehicles""},{""id"":""coordinated-actions"",""pass"":false,""evidence"":""1 actions""}]","true","null","0","0","null","null","null","null","null","semantic-mismatch","semantic-constraints","three-vehicles: 2 vehicles; coordinated-actions: 1 actions","template-search-luna/results.json","null"
"verified-template-search","blocked-lane","Stopped vehicle blocks lane","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","28234","28280","418","187","605","1","0","null","null","null","null","null","true","true","true","20","45","333b5682ee7759ef4d08ed1848bc757b4d15a8ff742846a0d7b2aefe53442534","2","1","false","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""stopped-obstacle"",""pass"":false,""evidence"":""stopped/static actor or zero-speed action""}]","true","null","0","0","null","null","null","null","null","semantic-mismatch","semantic-constraints","stopped-obstacle: stopped/static actor or zero-speed action","template-search-luna/results.json","null"
"verified-template-search","opposing-left-turn","Opposing left turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","2427","2474","417","153","570","1","0","null","null","null","null","null","true","true","true","20","46","fc672c392808c25603a42491bebb31d09cf3c9f5ac3fc2250f91f300ab647818","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""turn-route"",""pass"":true,""evidence"":""route turn/path action""}]","true","null","0","0","null","null","null","null","null","success","null","null","template-search-luna/results.json","null"
"verified-template-search","motorcycle-cyclist","Motorcycle and cyclist interaction","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","3714","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","Verified template ec-cyclist-occlusion could not bind and simulate within the 24-candidate search budget","template-search-luna/results.json","null"
"verified-template-search","unsupported-impossible","Deliberately impossible request","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","0","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","expected-rejection","provider-generation","Unsupported or contradictory request cannot be satisfied by a verified road-scenario template.","template-search-luna/results.json","null"
"verified-template-search","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","2665","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","Verified template ec-double-crosswalk could not bind and simulate within the 24-candidate search budget","template-search-luna/results.json","null"
"verified-template-search","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","6298","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","Verified template ec-double-crosswalk could not bind and simulate within the 24-candidate search budget","template-search-luna/results.json","null"
"verified-template-search","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","2248","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","Verified template ec-child-bus could not bind and simulate within the 24-candidate search budget","template-search-luna/results.json","null"
"verified-template-search","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","2209","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","Verified template ec-double-crosswalk could not bind and simulate within the 24-candidate search budget","template-search-luna/results.json","null"
"verified-template-search","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","6286","6371","432","139","571","1","0","null","null","null","null","null","true","true","true","20","83","ff3c901d659e739f29fc60e1427253f14d7e2772c88049cfce9b2646220748e3","3","3","false","[{""id"":""emergency-actor"",""pass"":false,""evidence"":""emergency actors=0""},{""id"":""relative-yield"",""pass"":false,""evidence"":""0 relative yield actions""}]","true","null","0","0","null","null","null","null","null","semantic-mismatch","semantic-constraints","emergency-actor: emergency actors=0; relative-yield: 0 relative yield actions","template-search-luna/results.json","null"
"verified-template-search","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","3745","3795","427","162","589","1","0","null","null","null","null","null","true","true","true","20","49","40d4c0fa2f624fad11f084d669db7ab989a68df9a200f566d5a5b9d2bac2d7e5","2","1","false","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""delayed-turn"",""pass"":true,""evidence"":""turn=true; delayed=true""},{""id"":""signal-control"",""pass"":false,""evidence"":""0 plans; 0 controls""}]","true","null","0","0","null","null","null","null","null","semantic-mismatch","semantic-constraints","signal-control: 0 plans; 0 controls","template-search-luna/results.json","null"
"verified-template-search","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","3588","3635","426","188","614","1","0","null","null","null","null","null","true","true","true","20","45","5f5e59df9f1baeeb3adb4b9c61c82a185cc842d538e783ae8f81b9e0f8b2d35e","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""distance-gated-merge"",""pass"":true,""evidence"":""1 distance-gated lateral actions""}]","true","null","1","0","false","null","null","null","null","success","null","null","template-search-luna/results.json","null"
"verified-template-search","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","3020","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","Verified template ec-cyclist-occlusion could not bind and simulate within the 24-candidate search budget","template-search-luna/results.json","null"
"verified-template-search","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","4208","4251","426","185","611","1","0","null","null","null","null","null","true","true","true","20","42","217b1d37ac29b1fbb556ce50bca7f52dc2ce7cd607e3082cafb6f761f94fa91c","2","2","false","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""same-actor-sequence"",""pass"":false,""evidence"":""lane change completes before same actor stops""}]","true","null","1","0","false","null","null","null","null","semantic-mismatch","semantic-constraints","same-actor-sequence: lane change completes before same actor stops","template-search-luna/results.json","null"
"verified-template-search","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","0","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","expected-rejection","provider-generation","Unsupported or contradictory request cannot be satisfied by a verified road-scenario template.","template-search-luna/results.json","null"
